    00070.961,   000066.753,      66.9164136,  00077.85863,      57.977993
      0000094.994,     096.28534731,   000021.047,    36.46777846,     00000069.214
      10.12229787,  02.436127,  0000087.557, 000025.318,  00000010.124
65.542605,      00066.5439,048.76262,  06.7756238,10.277058
 00000078.197,053.7817389,      00000014.655, 000037.1897,0000068.0459
  005.8113,    92.40124, 0032.985,  12.869901,0098.584
   00065.0806,  0087.73757, 00055.0375,  0044.2077,      12.47698
      008.3701376,   000036.94556,   052.6518762,    5.49673905,     12.52861067
      00000032.345,24.817289, 0046.9185,     00000031.862, 10.09523189
  05.620706,    058.8903,   83.9977173,    00036.96,   00057.04872
0000096.84,43.88171,     0074.1014,  00008.855294,      0055.743
000093.32335,      71.6995822,   000026.2013,     73.29634564,   089.0721813
 0005.550211, 73.333526,      0013.5526,047.11580656,  000097.4156
    00080.503603,     0069.317,    033.93299, 0094.17168, 003.47906717
 000008.50534,   000066.7136,   0098.0357,    031.546441,  89.34767931
     034.3969,      00000094.283,    59.16776654,56.113473, 087.6743943
    0037.345397, 21.92017757,   99.66035135, 12.78415778,     00065.556
63.7331258,    0030.446,  6.73404352,00023.5847,    6.4883757
 00000046.106, 31.47813374,     93.60767,      48.8515788,65.95510266
    11.946203, 046.33755,   0000040.4271,     023.6456215, 025.84578174
    000051.4874,99.59364465, 43.701866,  0000067.923,      000070.38951
 0032.36819,      39.13819322,    11.03601527,0009.619112,   06.55361
   7.95183326, 0040.42429,  00066.47504,      045.80216,  0000098.379
    16.618376,   00056.86337,     029.50944,   00032.04827,0042.8354
   060.6324,   68.15347466,   27.58488992,    001.3398065,     0034.8245
      52.74109354,    000001.91216,   060.23032,  000056.853,    20.589329
   98.15793013,   00007.8173,   000007.58383,43.81813289, 38.918789
   13.66519233, 000055.72811,  017.71459383,   37.800135,    68.57088
     056.231299,  00075.039588,      0000087.538,    04.86099,94.5392857
   0062.9737831,   000038.165,00000047.777,      00087.986547,      2.89572747
  00046.98, 069.99790502,  000097.146,  0000081.7633,0013.097
 89.427958, 34.28442369,      0055.768, 00099.46455,    000052.294
  064.1787069, 071.08706,0000080.4492,   75.9184136,      15.385274
    065.36985,000097.87115, 60.33368686,   092.6817515,     0087.00946
      000012.5234,   000063.584,  8.173432355,   0030.5786,     55.5547666
0000070.3401,      00000013.236,044.07724237,   75.15216,024.6576
    00094.12067, 000098.454, 0000066.8114,    16.610434,     011.76849
      36.3757899,    0080.4762, 062.117168,  43.64970982,     38.1889044
      41.43275407,0035.59795,   0080.4825161,29.34799083,  081.0824
98.76604829,39.77712564,    14.08625,    00017.788, 46.7011398
      19.35651256,   0010.2134661, 0000078.7456,      003.6975,  22.44412
    0087.777,   00000011.317,   90.08759145,   0000091.4731,   0026.619
00025.0458,      000099.53257,    0000086.283,      0000029.1465,26.12171
 054.057796,   66.36025748,      80.13402646,      13.28795, 000055.635
  0084.10421,000084.2505, 42.3453194,62.53204,      99.1995439
     016.59084739,     26.9585121,     44.67981512,00051.8351,      00000090.849
 000039.2518,  64.534065,      00088.6613,    00000087.449,  0098.3393
    000034.09139,   0011.045866,   000039.1403, 8.639345,  081.3236767
    007.26716,     43.63182094,  000064.873,    022.1824,  072.14018
   73.2148258,   0089.686833,   3.948035021,00002.683, 18.47124
      000048.0962,    020.90112565,      074.25337445,   26.0306466,    000064.8366
   012.91193,  000095.11617,   0099.5908,    000093.6633,    41.4335255
 093.3764,6.54103321,   0057.570607, 12.82381043,  0068.312031
   000034.5259,     86.95267,     0085.006,    97.14932318,      0063.901639
   0070.9136,   000071.6005,   00000049.76,      000005.93926, 87.30428392
     0000098.4112, 0000000086.5,00030.9117,    91.1580467, 00036.6512
   15.42741334,00031.69784,     050.594851,      000045.28808,    55.61638862
